id	group	sr	mode	res	norm	norm_label	lvl	freq	channel	required
cutoff_norm_sr44100_lp_r0_lvlsmall_n0p45_f1200	cutoff_norm	44100	lp	0	0.45	0p45	0.05	1200	wetL	1
cutoff_norm_sr44100_lp_r0_lvlmedium_n0p45_f1200	cutoff_norm	44100	lp	0	0.45	0p45	0.2	1200	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlsmall_n0p45_f1200	cutoff_norm	44100	lp	0.5	0.45	0p45	0.05	1200	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlmedium_n0p45_f1200	cutoff_norm	44100	lp	0.5	0.45	0p45	0.2	1200	wetL	1
cutoff_norm_sr44100_lp_r1_lvlsmall_n0p45_f1200	cutoff_norm	44100	lp	1	0.45	0p45	0.05	1200	wetL	1
cutoff_norm_sr44100_lp_r1_lvlmedium_n0p45_f1200	cutoff_norm	44100	lp	1	0.45	0p45	0.2	1200	wetL	1
cutoff_norm_sr44100_lp_r0_lvlsmall_n0p45_f1600	cutoff_norm	44100	lp	0	0.45	0p45	0.05	1600	wetL	1
cutoff_norm_sr44100_lp_r0_lvlmedium_n0p45_f1600	cutoff_norm	44100	lp	0	0.45	0p45	0.2	1600	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlsmall_n0p45_f1600	cutoff_norm	44100	lp	0.5	0.45	0p45	0.05	1600	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlmedium_n0p45_f1600	cutoff_norm	44100	lp	0.5	0.45	0p45	0.2	1600	wetL	1
cutoff_norm_sr44100_lp_r1_lvlsmall_n0p45_f1600	cutoff_norm	44100	lp	1	0.45	0p45	0.05	1600	wetL	1
cutoff_norm_sr44100_lp_r1_lvlmedium_n0p45_f1600	cutoff_norm	44100	lp	1	0.45	0p45	0.2	1600	wetL	1
cutoff_norm_sr44100_lp_r0_lvlsmall_n0p45_f2500	cutoff_norm	44100	lp	0	0.45	0p45	0.05	2500	wetL	1
cutoff_norm_sr44100_lp_r0_lvlmedium_n0p45_f2500	cutoff_norm	44100	lp	0	0.45	0p45	0.2	2500	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlsmall_n0p45_f2500	cutoff_norm	44100	lp	0.5	0.45	0p45	0.05	2500	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlmedium_n0p45_f2500	cutoff_norm	44100	lp	0.5	0.45	0p45	0.2	2500	wetL	1
cutoff_norm_sr44100_lp_r1_lvlsmall_n0p45_f2500	cutoff_norm	44100	lp	1	0.45	0p45	0.05	2500	wetL	1
cutoff_norm_sr44100_lp_r1_lvlmedium_n0p45_f2500	cutoff_norm	44100	lp	1	0.45	0p45	0.2	2500	wetL	1
cutoff_norm_sr44100_lp_r0_lvlsmall_n0p45_f3500	cutoff_norm	44100	lp	0	0.45	0p45	0.05	3500	wetL	1
cutoff_norm_sr44100_lp_r0_lvlmedium_n0p45_f3500	cutoff_norm	44100	lp	0	0.45	0p45	0.2	3500	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlsmall_n0p45_f3500	cutoff_norm	44100	lp	0.5	0.45	0p45	0.05	3500	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlmedium_n0p45_f3500	cutoff_norm	44100	lp	0.5	0.45	0p45	0.2	3500	wetL	1
cutoff_norm_sr44100_lp_r1_lvlsmall_n0p45_f3500	cutoff_norm	44100	lp	1	0.45	0p45	0.05	3500	wetL	1
cutoff_norm_sr44100_lp_r1_lvlmedium_n0p45_f3500	cutoff_norm	44100	lp	1	0.45	0p45	0.2	3500	wetL	1
cutoff_norm_sr44100_lp_r0_lvlsmall_n0p45_f4500	cutoff_norm	44100	lp	0	0.45	0p45	0.05	4500	wetL	1
cutoff_norm_sr44100_lp_r0_lvlmedium_n0p45_f4500	cutoff_norm	44100	lp	0	0.45	0p45	0.2	4500	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlsmall_n0p45_f4500	cutoff_norm	44100	lp	0.5	0.45	0p45	0.05	4500	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlmedium_n0p45_f4500	cutoff_norm	44100	lp	0.5	0.45	0p45	0.2	4500	wetL	1
cutoff_norm_sr44100_lp_r1_lvlsmall_n0p45_f4500	cutoff_norm	44100	lp	1	0.45	0p45	0.05	4500	wetL	1
cutoff_norm_sr44100_lp_r1_lvlmedium_n0p45_f4500	cutoff_norm	44100	lp	1	0.45	0p45	0.2	4500	wetL	1
cutoff_norm_sr44100_lp_r0_lvlsmall_n0p45_f5500	cutoff_norm	44100	lp	0	0.45	0p45	0.05	5500	wetL	1
cutoff_norm_sr44100_lp_r0_lvlmedium_n0p45_f5500	cutoff_norm	44100	lp	0	0.45	0p45	0.2	5500	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlsmall_n0p45_f5500	cutoff_norm	44100	lp	0.5	0.45	0p45	0.05	5500	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlmedium_n0p45_f5500	cutoff_norm	44100	lp	0.5	0.45	0p45	0.2	5500	wetL	1
cutoff_norm_sr44100_lp_r1_lvlsmall_n0p45_f5500	cutoff_norm	44100	lp	1	0.45	0p45	0.05	5500	wetL	1
cutoff_norm_sr44100_lp_r1_lvlmedium_n0p45_f5500	cutoff_norm	44100	lp	1	0.45	0p45	0.2	5500	wetL	1
cutoff_norm_sr44100_lp_r0_lvlsmall_n0p45_f6500	cutoff_norm	44100	lp	0	0.45	0p45	0.05	6500	wetL	1
cutoff_norm_sr44100_lp_r0_lvlmedium_n0p45_f6500	cutoff_norm	44100	lp	0	0.45	0p45	0.2	6500	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlsmall_n0p45_f6500	cutoff_norm	44100	lp	0.5	0.45	0p45	0.05	6500	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlmedium_n0p45_f6500	cutoff_norm	44100	lp	0.5	0.45	0p45	0.2	6500	wetL	1
cutoff_norm_sr44100_lp_r1_lvlsmall_n0p45_f6500	cutoff_norm	44100	lp	1	0.45	0p45	0.05	6500	wetL	1
cutoff_norm_sr44100_lp_r1_lvlmedium_n0p45_f6500	cutoff_norm	44100	lp	1	0.45	0p45	0.2	6500	wetL	1
cutoff_norm_sr44100_lp_r0_lvlsmall_n0p45_f7000	cutoff_norm	44100	lp	0	0.45	0p45	0.05	7000	wetL	1
cutoff_norm_sr44100_lp_r0_lvlmedium_n0p45_f7000	cutoff_norm	44100	lp	0	0.45	0p45	0.2	7000	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlsmall_n0p45_f7000	cutoff_norm	44100	lp	0.5	0.45	0p45	0.05	7000	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlmedium_n0p45_f7000	cutoff_norm	44100	lp	0.5	0.45	0p45	0.2	7000	wetL	1
cutoff_norm_sr44100_lp_r1_lvlsmall_n0p45_f7000	cutoff_norm	44100	lp	1	0.45	0p45	0.05	7000	wetL	1
cutoff_norm_sr44100_lp_r1_lvlmedium_n0p45_f7000	cutoff_norm	44100	lp	1	0.45	0p45	0.2	7000	wetL	1
cutoff_norm_sr44100_lp_r0_lvlsmall_n0p45_f8000	cutoff_norm	44100	lp	0	0.45	0p45	0.05	8000	wetL	1
cutoff_norm_sr44100_lp_r0_lvlmedium_n0p45_f8000	cutoff_norm	44100	lp	0	0.45	0p45	0.2	8000	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlsmall_n0p45_f8000	cutoff_norm	44100	lp	0.5	0.45	0p45	0.05	8000	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlmedium_n0p45_f8000	cutoff_norm	44100	lp	0.5	0.45	0p45	0.2	8000	wetL	1
cutoff_norm_sr44100_lp_r1_lvlsmall_n0p45_f8000	cutoff_norm	44100	lp	1	0.45	0p45	0.05	8000	wetL	1
cutoff_norm_sr44100_lp_r1_lvlmedium_n0p45_f8000	cutoff_norm	44100	lp	1	0.45	0p45	0.2	8000	wetL	1
cutoff_norm_sr44100_lp_r0_lvlsmall_n0p45_f9000	cutoff_norm	44100	lp	0	0.45	0p45	0.05	9000	wetL	1
cutoff_norm_sr44100_lp_r0_lvlmedium_n0p45_f9000	cutoff_norm	44100	lp	0	0.45	0p45	0.2	9000	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlsmall_n0p45_f9000	cutoff_norm	44100	lp	0.5	0.45	0p45	0.05	9000	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlmedium_n0p45_f9000	cutoff_norm	44100	lp	0.5	0.45	0p45	0.2	9000	wetL	1
cutoff_norm_sr44100_lp_r1_lvlsmall_n0p45_f9000	cutoff_norm	44100	lp	1	0.45	0p45	0.05	9000	wetL	1
cutoff_norm_sr44100_lp_r1_lvlmedium_n0p45_f9000	cutoff_norm	44100	lp	1	0.45	0p45	0.2	9000	wetL	1
cutoff_norm_sr44100_lp_r0_lvlsmall_n0p5_f60	cutoff_norm	44100	lp	0	0.50	0p5	0.05	60	wetL	1
cutoff_norm_sr44100_lp_r0_lvlmedium_n0p5_f60	cutoff_norm	44100	lp	0	0.50	0p5	0.2	60	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlsmall_n0p5_f60	cutoff_norm	44100	lp	0.5	0.50	0p5	0.05	60	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlmedium_n0p5_f60	cutoff_norm	44100	lp	0.5	0.50	0p5	0.2	60	wetL	1
cutoff_norm_sr44100_lp_r1_lvlsmall_n0p5_f60	cutoff_norm	44100	lp	1	0.50	0p5	0.05	60	wetL	1
cutoff_norm_sr44100_lp_r1_lvlmedium_n0p5_f60	cutoff_norm	44100	lp	1	0.50	0p5	0.2	60	wetL	1
cutoff_norm_sr44100_lp_r0_lvlsmall_n0p5_f100	cutoff_norm	44100	lp	0	0.50	0p5	0.05	100	wetL	1
cutoff_norm_sr44100_lp_r0_lvlmedium_n0p5_f100	cutoff_norm	44100	lp	0	0.50	0p5	0.2	100	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlsmall_n0p5_f100	cutoff_norm	44100	lp	0.5	0.50	0p5	0.05	100	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlmedium_n0p5_f100	cutoff_norm	44100	lp	0.5	0.50	0p5	0.2	100	wetL	1
cutoff_norm_sr44100_lp_r1_lvlsmall_n0p5_f100	cutoff_norm	44100	lp	1	0.50	0p5	0.05	100	wetL	1
cutoff_norm_sr44100_lp_r1_lvlmedium_n0p5_f100	cutoff_norm	44100	lp	1	0.50	0p5	0.2	100	wetL	1
cutoff_norm_sr44100_lp_r0_lvlsmall_n0p5_f200	cutoff_norm	44100	lp	0	0.50	0p5	0.05	200	wetL	1
cutoff_norm_sr44100_lp_r0_lvlmedium_n0p5_f200	cutoff_norm	44100	lp	0	0.50	0p5	0.2	200	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlsmall_n0p5_f200	cutoff_norm	44100	lp	0.5	0.50	0p5	0.05	200	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlmedium_n0p5_f200	cutoff_norm	44100	lp	0.5	0.50	0p5	0.2	200	wetL	1
cutoff_norm_sr44100_lp_r1_lvlsmall_n0p5_f200	cutoff_norm	44100	lp	1	0.50	0p5	0.05	200	wetL	1
cutoff_norm_sr44100_lp_r1_lvlmedium_n0p5_f200	cutoff_norm	44100	lp	1	0.50	0p5	0.2	200	wetL	1
cutoff_norm_sr44100_lp_r0_lvlsmall_n0p5_f400	cutoff_norm	44100	lp	0	0.50	0p5	0.05	400	wetL	1
cutoff_norm_sr44100_lp_r0_lvlmedium_n0p5_f400	cutoff_norm	44100	lp	0	0.50	0p5	0.2	400	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlsmall_n0p5_f400	cutoff_norm	44100	lp	0.5	0.50	0p5	0.05	400	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlmedium_n0p5_f400	cutoff_norm	44100	lp	0.5	0.50	0p5	0.2	400	wetL	1
cutoff_norm_sr44100_lp_r1_lvlsmall_n0p5_f400	cutoff_norm	44100	lp	1	0.50	0p5	0.05	400	wetL	1
cutoff_norm_sr44100_lp_r1_lvlmedium_n0p5_f400	cutoff_norm	44100	lp	1	0.50	0p5	0.2	400	wetL	1
cutoff_norm_sr44100_lp_r0_lvlsmall_n0p5_f800	cutoff_norm	44100	lp	0	0.50	0p5	0.05	800	wetL	1
cutoff_norm_sr44100_lp_r0_lvlmedium_n0p5_f800	cutoff_norm	44100	lp	0	0.50	0p5	0.2	800	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlsmall_n0p5_f800	cutoff_norm	44100	lp	0.5	0.50	0p5	0.05	800	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlmedium_n0p5_f800	cutoff_norm	44100	lp	0.5	0.50	0p5	0.2	800	wetL	1
cutoff_norm_sr44100_lp_r1_lvlsmall_n0p5_f800	cutoff_norm	44100	lp	1	0.50	0p5	0.05	800	wetL	1
cutoff_norm_sr44100_lp_r1_lvlmedium_n0p5_f800	cutoff_norm	44100	lp	1	0.50	0p5	0.2	800	wetL	1
cutoff_norm_sr44100_lp_r0_lvlsmall_n0p5_f1200	cutoff_norm	44100	lp	0	0.50	0p5	0.05	1200	wetL	1
cutoff_norm_sr44100_lp_r0_lvlmedium_n0p5_f1200	cutoff_norm	44100	lp	0	0.50	0p5	0.2	1200	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlsmall_n0p5_f1200	cutoff_norm	44100	lp	0.5	0.50	0p5	0.05	1200	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlmedium_n0p5_f1200	cutoff_norm	44100	lp	0.5	0.50	0p5	0.2	1200	wetL	1
cutoff_norm_sr44100_lp_r1_lvlsmall_n0p5_f1200	cutoff_norm	44100	lp	1	0.50	0p5	0.05	1200	wetL	1
cutoff_norm_sr44100_lp_r1_lvlmedium_n0p5_f1200	cutoff_norm	44100	lp	1	0.50	0p5	0.2	1200	wetL	1
cutoff_norm_sr44100_lp_r0_lvlsmall_n0p5_f1600	cutoff_norm	44100	lp	0	0.50	0p5	0.05	1600	wetL	1
cutoff_norm_sr44100_lp_r0_lvlmedium_n0p5_f1600	cutoff_norm	44100	lp	0	0.50	0p5	0.2	1600	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlsmall_n0p5_f1600	cutoff_norm	44100	lp	0.5	0.50	0p5	0.05	1600	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlmedium_n0p5_f1600	cutoff_norm	44100	lp	0.5	0.50	0p5	0.2	1600	wetL	1
cutoff_norm_sr44100_lp_r1_lvlsmall_n0p5_f1600	cutoff_norm	44100	lp	1	0.50	0p5	0.05	1600	wetL	1
cutoff_norm_sr44100_lp_r1_lvlmedium_n0p5_f1600	cutoff_norm	44100	lp	1	0.50	0p5	0.2	1600	wetL	1
cutoff_norm_sr44100_lp_r0_lvlsmall_n0p5_f2500	cutoff_norm	44100	lp	0	0.50	0p5	0.05	2500	wetL	1
cutoff_norm_sr44100_lp_r0_lvlmedium_n0p5_f2500	cutoff_norm	44100	lp	0	0.50	0p5	0.2	2500	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlsmall_n0p5_f2500	cutoff_norm	44100	lp	0.5	0.50	0p5	0.05	2500	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlmedium_n0p5_f2500	cutoff_norm	44100	lp	0.5	0.50	0p5	0.2	2500	wetL	1
cutoff_norm_sr44100_lp_r1_lvlsmall_n0p5_f2500	cutoff_norm	44100	lp	1	0.50	0p5	0.05	2500	wetL	1
cutoff_norm_sr44100_lp_r1_lvlmedium_n0p5_f2500	cutoff_norm	44100	lp	1	0.50	0p5	0.2	2500	wetL	1
cutoff_norm_sr44100_lp_r0_lvlsmall_n0p5_f3500	cutoff_norm	44100	lp	0	0.50	0p5	0.05	3500	wetL	1
cutoff_norm_sr44100_lp_r0_lvlmedium_n0p5_f3500	cutoff_norm	44100	lp	0	0.50	0p5	0.2	3500	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlsmall_n0p5_f3500	cutoff_norm	44100	lp	0.5	0.50	0p5	0.05	3500	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlmedium_n0p5_f3500	cutoff_norm	44100	lp	0.5	0.50	0p5	0.2	3500	wetL	1
cutoff_norm_sr44100_lp_r1_lvlsmall_n0p5_f3500	cutoff_norm	44100	lp	1	0.50	0p5	0.05	3500	wetL	1
cutoff_norm_sr44100_lp_r1_lvlmedium_n0p5_f3500	cutoff_norm	44100	lp	1	0.50	0p5	0.2	3500	wetL	1
cutoff_norm_sr44100_lp_r0_lvlsmall_n0p5_f4500	cutoff_norm	44100	lp	0	0.50	0p5	0.05	4500	wetL	1
cutoff_norm_sr44100_lp_r0_lvlmedium_n0p5_f4500	cutoff_norm	44100	lp	0	0.50	0p5	0.2	4500	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlsmall_n0p5_f4500	cutoff_norm	44100	lp	0.5	0.50	0p5	0.05	4500	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlmedium_n0p5_f4500	cutoff_norm	44100	lp	0.5	0.50	0p5	0.2	4500	wetL	1
cutoff_norm_sr44100_lp_r1_lvlsmall_n0p5_f4500	cutoff_norm	44100	lp	1	0.50	0p5	0.05	4500	wetL	1
cutoff_norm_sr44100_lp_r1_lvlmedium_n0p5_f4500	cutoff_norm	44100	lp	1	0.50	0p5	0.2	4500	wetL	1
cutoff_norm_sr44100_lp_r0_lvlsmall_n0p5_f5500	cutoff_norm	44100	lp	0	0.50	0p5	0.05	5500	wetL	1
cutoff_norm_sr44100_lp_r0_lvlmedium_n0p5_f5500	cutoff_norm	44100	lp	0	0.50	0p5	0.2	5500	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlsmall_n0p5_f5500	cutoff_norm	44100	lp	0.5	0.50	0p5	0.05	5500	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlmedium_n0p5_f5500	cutoff_norm	44100	lp	0.5	0.50	0p5	0.2	5500	wetL	1
cutoff_norm_sr44100_lp_r1_lvlsmall_n0p5_f5500	cutoff_norm	44100	lp	1	0.50	0p5	0.05	5500	wetL	1
cutoff_norm_sr44100_lp_r1_lvlmedium_n0p5_f5500	cutoff_norm	44100	lp	1	0.50	0p5	0.2	5500	wetL	1
cutoff_norm_sr44100_lp_r0_lvlsmall_n0p5_f6500	cutoff_norm	44100	lp	0	0.50	0p5	0.05	6500	wetL	1
cutoff_norm_sr44100_lp_r0_lvlmedium_n0p5_f6500	cutoff_norm	44100	lp	0	0.50	0p5	0.2	6500	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlsmall_n0p5_f6500	cutoff_norm	44100	lp	0.5	0.50	0p5	0.05	6500	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlmedium_n0p5_f6500	cutoff_norm	44100	lp	0.5	0.50	0p5	0.2	6500	wetL	1
cutoff_norm_sr44100_lp_r1_lvlsmall_n0p5_f6500	cutoff_norm	44100	lp	1	0.50	0p5	0.05	6500	wetL	1
cutoff_norm_sr44100_lp_r1_lvlmedium_n0p5_f6500	cutoff_norm	44100	lp	1	0.50	0p5	0.2	6500	wetL	1
cutoff_norm_sr44100_lp_r0_lvlsmall_n0p5_f7000	cutoff_norm	44100	lp	0	0.50	0p5	0.05	7000	wetL	1
cutoff_norm_sr44100_lp_r0_lvlmedium_n0p5_f7000	cutoff_norm	44100	lp	0	0.50	0p5	0.2	7000	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlsmall_n0p5_f7000	cutoff_norm	44100	lp	0.5	0.50	0p5	0.05	7000	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlmedium_n0p5_f7000	cutoff_norm	44100	lp	0.5	0.50	0p5	0.2	7000	wetL	1
cutoff_norm_sr44100_lp_r1_lvlsmall_n0p5_f7000	cutoff_norm	44100	lp	1	0.50	0p5	0.05	7000	wetL	1
cutoff_norm_sr44100_lp_r1_lvlmedium_n0p5_f7000	cutoff_norm	44100	lp	1	0.50	0p5	0.2	7000	wetL	1
cutoff_norm_sr44100_lp_r0_lvlsmall_n0p5_f8000	cutoff_norm	44100	lp	0	0.50	0p5	0.05	8000	wetL	1
cutoff_norm_sr44100_lp_r0_lvlmedium_n0p5_f8000	cutoff_norm	44100	lp	0	0.50	0p5	0.2	8000	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlsmall_n0p5_f8000	cutoff_norm	44100	lp	0.5	0.50	0p5	0.05	8000	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlmedium_n0p5_f8000	cutoff_norm	44100	lp	0.5	0.50	0p5	0.2	8000	wetL	1
cutoff_norm_sr44100_lp_r1_lvlsmall_n0p5_f8000	cutoff_norm	44100	lp	1	0.50	0p5	0.05	8000	wetL	1
cutoff_norm_sr44100_lp_r1_lvlmedium_n0p5_f8000	cutoff_norm	44100	lp	1	0.50	0p5	0.2	8000	wetL	1
cutoff_norm_sr44100_lp_r0_lvlsmall_n0p5_f9000	cutoff_norm	44100	lp	0	0.50	0p5	0.05	9000	wetL	1
cutoff_norm_sr44100_lp_r0_lvlmedium_n0p5_f9000	cutoff_norm	44100	lp	0	0.50	0p5	0.2	9000	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlsmall_n0p5_f9000	cutoff_norm	44100	lp	0.5	0.50	0p5	0.05	9000	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlmedium_n0p5_f9000	cutoff_norm	44100	lp	0.5	0.50	0p5	0.2	9000	wetL	1
cutoff_norm_sr44100_lp_r1_lvlsmall_n0p5_f9000	cutoff_norm	44100	lp	1	0.50	0p5	0.05	9000	wetL	1
cutoff_norm_sr44100_lp_r1_lvlmedium_n0p5_f9000	cutoff_norm	44100	lp	1	0.50	0p5	0.2	9000	wetL	1
cutoff_norm_sr44100_lp_r0_lvlsmall_n0p55_f60	cutoff_norm	44100	lp	0	0.55	0p55	0.05	60	wetL	1
cutoff_norm_sr44100_lp_r0_lvlmedium_n0p55_f60	cutoff_norm	44100	lp	0	0.55	0p55	0.2	60	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlsmall_n0p55_f60	cutoff_norm	44100	lp	0.5	0.55	0p55	0.05	60	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlmedium_n0p55_f60	cutoff_norm	44100	lp	0.5	0.55	0p55	0.2	60	wetL	1
cutoff_norm_sr44100_lp_r1_lvlsmall_n0p55_f60	cutoff_norm	44100	lp	1	0.55	0p55	0.05	60	wetL	1
cutoff_norm_sr44100_lp_r1_lvlmedium_n0p55_f60	cutoff_norm	44100	lp	1	0.55	0p55	0.2	60	wetL	1
cutoff_norm_sr44100_lp_r0_lvlsmall_n0p55_f100	cutoff_norm	44100	lp	0	0.55	0p55	0.05	100	wetL	1
cutoff_norm_sr44100_lp_r0_lvlmedium_n0p55_f100	cutoff_norm	44100	lp	0	0.55	0p55	0.2	100	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlsmall_n0p55_f100	cutoff_norm	44100	lp	0.5	0.55	0p55	0.05	100	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlmedium_n0p55_f100	cutoff_norm	44100	lp	0.5	0.55	0p55	0.2	100	wetL	1
cutoff_norm_sr44100_lp_r1_lvlsmall_n0p55_f100	cutoff_norm	44100	lp	1	0.55	0p55	0.05	100	wetL	1
cutoff_norm_sr44100_lp_r1_lvlmedium_n0p55_f100	cutoff_norm	44100	lp	1	0.55	0p55	0.2	100	wetL	1
cutoff_norm_sr44100_lp_r0_lvlsmall_n0p55_f200	cutoff_norm	44100	lp	0	0.55	0p55	0.05	200	wetL	1
cutoff_norm_sr44100_lp_r0_lvlmedium_n0p55_f200	cutoff_norm	44100	lp	0	0.55	0p55	0.2	200	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlsmall_n0p55_f200	cutoff_norm	44100	lp	0.5	0.55	0p55	0.05	200	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlmedium_n0p55_f200	cutoff_norm	44100	lp	0.5	0.55	0p55	0.2	200	wetL	1
cutoff_norm_sr44100_lp_r1_lvlsmall_n0p55_f200	cutoff_norm	44100	lp	1	0.55	0p55	0.05	200	wetL	1
cutoff_norm_sr44100_lp_r1_lvlmedium_n0p55_f200	cutoff_norm	44100	lp	1	0.55	0p55	0.2	200	wetL	1
cutoff_norm_sr44100_lp_r0_lvlsmall_n0p55_f400	cutoff_norm	44100	lp	0	0.55	0p55	0.05	400	wetL	1
cutoff_norm_sr44100_lp_r0_lvlmedium_n0p55_f400	cutoff_norm	44100	lp	0	0.55	0p55	0.2	400	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlsmall_n0p55_f400	cutoff_norm	44100	lp	0.5	0.55	0p55	0.05	400	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlmedium_n0p55_f400	cutoff_norm	44100	lp	0.5	0.55	0p55	0.2	400	wetL	1
cutoff_norm_sr44100_lp_r1_lvlsmall_n0p55_f400	cutoff_norm	44100	lp	1	0.55	0p55	0.05	400	wetL	1
cutoff_norm_sr44100_lp_r1_lvlmedium_n0p55_f400	cutoff_norm	44100	lp	1	0.55	0p55	0.2	400	wetL	1
cutoff_norm_sr44100_lp_r0_lvlsmall_n0p55_f800	cutoff_norm	44100	lp	0	0.55	0p55	0.05	800	wetL	1
cutoff_norm_sr44100_lp_r0_lvlmedium_n0p55_f800	cutoff_norm	44100	lp	0	0.55	0p55	0.2	800	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlsmall_n0p55_f800	cutoff_norm	44100	lp	0.5	0.55	0p55	0.05	800	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlmedium_n0p55_f800	cutoff_norm	44100	lp	0.5	0.55	0p55	0.2	800	wetL	1
cutoff_norm_sr44100_lp_r1_lvlsmall_n0p55_f800	cutoff_norm	44100	lp	1	0.55	0p55	0.05	800	wetL	1
cutoff_norm_sr44100_lp_r1_lvlmedium_n0p55_f800	cutoff_norm	44100	lp	1	0.55	0p55	0.2	800	wetL	1
cutoff_norm_sr44100_lp_r0_lvlsmall_n0p55_f1200	cutoff_norm	44100	lp	0	0.55	0p55	0.05	1200	wetL	1
cutoff_norm_sr44100_lp_r0_lvlmedium_n0p55_f1200	cutoff_norm	44100	lp	0	0.55	0p55	0.2	1200	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlsmall_n0p55_f1200	cutoff_norm	44100	lp	0.5	0.55	0p55	0.05	1200	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlmedium_n0p55_f1200	cutoff_norm	44100	lp	0.5	0.55	0p55	0.2	1200	wetL	1
cutoff_norm_sr44100_lp_r1_lvlsmall_n0p55_f1200	cutoff_norm	44100	lp	1	0.55	0p55	0.05	1200	wetL	1
cutoff_norm_sr44100_lp_r1_lvlmedium_n0p55_f1200	cutoff_norm	44100	lp	1	0.55	0p55	0.2	1200	wetL	1
cutoff_norm_sr44100_lp_r0_lvlsmall_n0p55_f1600	cutoff_norm	44100	lp	0	0.55	0p55	0.05	1600	wetL	1
cutoff_norm_sr44100_lp_r0_lvlmedium_n0p55_f1600	cutoff_norm	44100	lp	0	0.55	0p55	0.2	1600	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlsmall_n0p55_f1600	cutoff_norm	44100	lp	0.5	0.55	0p55	0.05	1600	wetL	1
cutoff_norm_sr44100_lp_r0p5_lvlmedium_n0p55_f1600	cutoff_norm	44100	lp	0.5	0.55	0p55	0.2	1600	wetL	1
cutoff_norm_sr44100_lp_r1_lvlsmall_n0p55_f1600	cutoff_norm	44100	lp	1	0.55	0p55	0.05	1600	wetL	1
cutoff_norm_sr44100_lp_r1_lvlmedium_n0p55_f1600	cutoff_norm	44100	lp	1	0.55	0p55	0.2	1600	wetL	1
