-- GH#19 S6 (task #120) saw/invSaw reference instrument --
ARM base
REFERENCE-FAMILY every reference is built from the cell's OWN stretch mix law; kmax = floor((sr/2)/f0); no cross-stretch and no cross-family borrowing.
BAND-DECL b1_lo=100.000 b1_hi=5000.000 eff_lo=0.000 eff_rule=analytic eff_hi_cycles=0.500000000
    (e) Parseval absolute, rect window: band pq=0.0817037530244 vs direct 0.0817037530244  MEAN SQUARES AGREE (ok)
    (e) Parseval absolute, hann window: band pq=0.0822977645655 vs direct 0.0822977645655  MEAN SQUARES AGREE (ok)
    (e) Parseval ratio, rect window: band db=-19.032150581144 vs res_db=-19.032150581144  max|diff|=1.42e-13  BAND == RECT (ok)
    (e) PASSED
ALIGN-GATE ok=168 checked=168 bad=0 first_bad=-
ARM-MEASURED arm=base cells=168
-- BEGIN MATRIX static
  Columns are inherited unchanged from S3's static block, with `stretch` and
  `max_abs_out` added: `stretch` says which segment of the morph ring the cell sits on
  (the reference must come from THAT stretch's own mix law), and `max_abs_out` is the
  quantity the anti-phase-midpoint equality criterion is stated on.
  Columns are printed to 17 significant digits: the two arms' matrices are compared cell
  by cell, and a rounded column would make 'the arms agree' a statement about the
  rounding rather than about the DSP.

id sr f0 morph stretch A fund dc res_db res_1k5k_db res_effbd_db kmax max_abs_out
vco_b_sawmix_96000_440_m50000 96000 440 0.5 1 0.49999999999998496 0.49978867732069576 -0.00034632120682186792 -202.06684070092069 -203.98332653391424 -203.98332433390411 109 0.5
vco_a_sawmixhi_44100_3520_m0 44100 3520 0 0 0.50001284854461492 0.31827823695281804 -2.5659573107031375e-05 -9.8756431704557439 -16.012052141187961 -9.8735214578792139 6 0.4999999999611191
vco_a_sawmixhi_44100_5000_m0 44100 5000 0 0 0.49999989851490284 0.31832806602471486 0.0010836850684363339 -8.0835967010402285 -9.8173244300414506 -8.08066081511965 4 0.49999999984731858
vco_a_sawmixhi_96000_3520_m0 96000 3520 0 0 0.49986019494040429 0.31825420371004037 -0.00025878906129418039 -13.210365063896138 -21.929532664468496 -13.206833088778758 13 0.49999999999511147
vco_a_sawmixhi_96000_5000_m0 96000 5000 0 0 0.49897049389585729 0.31826188851411669 -0.0021972655303278583 -11.364252471782256 -18.377481261883737 -11.366148159119518 9 0.49999999999954525
vco_a_sawmixhi_44100_3520_m6250 44100 3520 0.0625 0 0.50001284854461492 0.15913911847640902 -1.2829786553515687e-05 -9.8756431704557439 -16.012052141187961 -9.8735214578792156 6 0.24999999998055955
vco_a_sawmixhi_44100_5000_m6250 44100 5000 0.0625 0 0.49999989851490378 0.15916403301235743 0.00054184253421816694 -8.0835967010402427 -9.8173244300414666 -8.0806608151196642 4 0.24999999992365929
vco_a_sawmixhi_96000_3520_m6250 96000 3520 0.0625 0 0.49986019494040429 0.15912710185502019 -0.00012939453064709019 -13.210365063896139 -21.929532664468493 -13.206833088778755 13 0.24999999999755573
vco_a_sawmixhi_96000_5000_m6250 96000 5000 0.0625 0 0.49897049389585718 0.15913094425705834 -0.0010986327651639292 -11.364252471782239 -18.377481261883737 -11.366148159119518 9 0.24999999999977263
vco_a_sawmixhi_44100_3520_m25000 44100 3520 0.25 0 0.50001284854461492 0.31827823695281804 2.5659573107031375e-05 -9.8756431704557439 -16.012052141187961 -9.8735214578792139 6 0.4999999999611191
vco_a_sawmixhi_44100_5000_m25000 44100 5000 0.25 0 0.49999989851490284 0.31832806602471486 -0.0010836850684363339 -8.0835967010402285 -9.8173244300414506 -8.08066081511965 4 0.49999999984731858
vco_a_sawmixhi_96000_3520_m25000 96000 3520 0.25 0 0.49986019494040429 0.31825420371004037 0.00025878906129418039 -13.210365063896138 -21.929532664468496 -13.206833088778758 13 0.49999999999511147
vco_a_sawmixhi_96000_5000_m25000 96000 5000 0.25 0 0.49897049389585729 0.31826188851411669 0.0021972655303278583 -11.364252471782256 -18.377481261883737 -11.366148159119518 9 0.49999999999954525
vco_a_sawmixhi_44100_3520_m31250 44100 3520 0.3125 1 0.50000695933677397 0.36369456166528058 4.0519465753270122e-05 -12.630761907376995 -19.669362174131006 -12.628809300183967 6 0.37613019012543469
vco_a_sawmixhi_44100_5000_m31250 44100 5000 0.3125 1 0.49999924461089407 0.36374175626626803 -0.0007956352809625418 -10.934841269039646 -13.474725372169434 -10.93210283852159 4 0.37613011108736455
vco_a_sawmixhi_96000_3520_m31250 96000 3520 0.3125 1 0.49992058740177298 0.36365764797554995 0.000146876407114157 -15.861757962255902 -25.588005749392071 -15.858764615277446 13 0.37612897461844536
vco_a_sawmixhi_96000_5000_m31250 96000 5000 0.3125 1 0.49941355192238918 0.36369205135161814 0.0016165948515797267 -14.0625261049309 -22.042372868056187 -14.064563555664641 9 0.37611743316475854
vco_b_sawmixhi_44100_3520_m0 44100 3520 0 0 0.50001284854461492 0.31827823695281804 -2.5659573107031375e-05 -9.8756431704557439 -16.012052141187961 -9.8735214578792139 6 0.4999999999611191
vco_b_sawmixhi_44100_5000_m0 44100 5000 0 0 0.49999989851490284 0.31832806602471486 0.0010836850684363339 -8.0835967010402285 -9.8173244300414506 -8.08066081511965 4 0.49999999984731858
vco_b_sawmixhi_96000_3520_m0 96000 3520 0 0 0.49986019494040429 0.31825420371004037 -0.00025878906129418039 -13.210365063896138 -21.929532664468496 -13.206833088778758 13 0.49999999999511147
vco_b_sawmixhi_96000_5000_m0 96000 5000 0 0 0.49897049389585729 0.31826188851411669 -0.0021972655303278583 -11.364252471782256 -18.377481261883737 -11.366148159119518 9 0.49999999999954525
vco_b_sawmixhi_44100_3520_m6250 44100 3520 0.0625 0 0.50001284854461492 0.15913911847640902 -1.2829786553515687e-05 -9.8756431704557439 -16.012052141187961 -9.8735214578792156 6 0.24999999998055955
vco_b_sawmixhi_44100_5000_m6250 44100 5000 0.0625 0 0.49999989851490378 0.15916403301235743 0.00054184253421816694 -8.0835967010402427 -9.8173244300414666 -8.0806608151196642 4 0.24999999992365929
vco_b_sawmixhi_96000_3520_m6250 96000 3520 0.0625 0 0.49986019494040429 0.15912710185502019 -0.00012939453064709019 -13.210365063896139 -21.929532664468493 -13.206833088778755 13 0.24999999999755573
vco_b_sawmixhi_96000_5000_m6250 96000 5000 0.0625 0 0.49897049389585718 0.15913094425705834 -0.0010986327651639292 -11.364252471782239 -18.377481261883737 -11.366148159119518 9 0.24999999999977263
vco_b_sawmixhi_44100_3520_m25000 44100 3520 0.25 0 0.50001284854461492 0.31827823695281804 2.5659573107031375e-05 -9.8756431704557439 -16.012052141187961 -9.8735214578792139 6 0.4999999999611191
vco_b_sawmixhi_44100_5000_m25000 44100 5000 0.25 0 0.49999989851490284 0.31832806602471486 -0.0010836850684363339 -8.0835967010402285 -9.8173244300414506 -8.08066081511965 4 0.49999999984731858
vco_b_sawmixhi_96000_3520_m25000 96000 3520 0.25 0 0.49986019494040429 0.31825420371004037 0.00025878906129418039 -13.210365063896138 -21.929532664468496 -13.206833088778758 13 0.49999999999511147
vco_b_sawmixhi_96000_5000_m25000 96000 5000 0.25 0 0.49897049389585729 0.31826188851411669 0.0021972655303278583 -11.364252471782256 -18.377481261883737 -11.366148159119518 9 0.49999999999954525
vco_b_sawmixhi_44100_3520_m31250 44100 3520 0.3125 1 0.50000695933677397 0.36369456166528058 4.0519465753270122e-05 -12.630761907376995 -19.669362174131006 -12.628809300183967 6 0.37613019012543469
vco_b_sawmixhi_44100_5000_m31250 44100 5000 0.3125 1 0.49999924461089407 0.36374175626626803 -0.0007956352809625418 -10.934841269039646 -13.474725372169434 -10.93210283852159 4 0.37613011108736455
vco_b_sawmixhi_96000_3520_m31250 96000 3520 0.3125 1 0.49992058740177298 0.36365764797554995 0.000146876407114157 -15.861757962255902 -25.588005749392071 -15.858764615277446 13 0.37612897461844536
vco_b_sawmixhi_96000_5000_m31250 96000 5000 0.3125 1 0.49941355192238918 0.36369205135161814 0.0016165948515797267 -14.0625261049309 -22.042372868056187 -14.064563555664641 9 0.37611743316475854
-- END MATRIX static declared=168 emitted=168 skipped=0 capped=0
